config,err,inf_time,size,arch,link
"[23, 55, 0.6]",-0.2867686333258577,1.2275850772857666,2324,L1,8
"[6, 39, 0.2]",-12.453287289723692,1.2145190238952637,199,L1,8
"[69, 21, 0.1]",-0.14500342353861168,1.2654030323028564,19666,L1,8
"[94, 59, 0.1]",-0.11172293644541814,1.248913049697876,36191,L1,8
"[73, 20, 0.3]",-0.22881122594254572,1.3024590015411377,21974,L1,8
"[30, 71, 0.5]",-0.5860168802678214,1.3810219764709473,3871,L1,8
"[22, 47, 0.1]",-32.18272367829206,1.1718430519104004,2135,L1,8
"[92, 59, 0.5]",-7.377204037931108,1.2646820545196533,34685,L1,8
"[32, 9, 0.8]",-12.0278946583184,1.2226269245147705,4385,L1,8
"[55, 78, 0.8]",-0.6012072440282681,1.2244548797607422,12596,L1,8
"[8, 68, 0.1]",-0.26555077243111397,1.1102378368377686,329,L1,8
"[69, 47, 0.5]",-9.344980357501695,1.298699140548706,19666,L1,8
"[66, 71, 0.3]",-0.24800155064467588,1.293138027191162,18019,L1,8
"[2, 78, 0.8]",-0.8918371069145365,1.2924718856811523,35,L1,8
"[15, 60, 0.3]",-1.335855797488078,1.265542984008789,1036,L1,8
"[24, 24, 0.3]",-15.114424064200568,1.460155963897705,2521,L1,8
"[98, 25, 0.4]",-33.552742869523996,1.2597599029541016,39299,L1,8
"[3, 64, 0.2]",-0.3055689555088071,1.210719108581543,64,L1,8
"[74, 61, 0.4]",-0.5885707125338552,1.2532680034637451,22571,L1,8
"[71, 97, 0.8]",-0.3655833214111291,1.233577013015747,20804,L1,8
"[99, 59, 0.0]",-0.09770396191784551,1.1249008178710938,40096,L1,8
"[25, 60, 1.0]",-0.26806780036704053,1.1100330352783203,2726,L1,8
"[100, 100, 0.0]",-26.37957222374148,1.1681950092315674,40901,L1,8
"[35, 99, 1.0]",-0.18420200314948798,1.180974006652832,5216,L1,8
"[12, 100, 0.0]",-0.9433774136548796,1.029282808303833,685,L1,8
"[62, 5, 1.0]",-0.17361958695721538,1.085906982421875,15935,L1,8
"[38, 36, 0.3]",-1.2774791606820752,1.3884508609771729,6119,L1,8
"[85, 64, 0.3]",-10.866748201607841,1.3057949542999268,29666,L1,8
"[76, 52, 0.2]",-0.17312389897796993,1.1749589443206787,23789,L1,8
"[1, 5, 1.0]",-0.430660038774334,0.998093843460083,14,L1,8
"[24, 86, 0.0]",-0.09277051469747966,0.9950790405273438,2521,L1,8
"[53, 100, 0.0]",-0.06738590190375447,1.0707201957702637,11714,L1,8
