config,err,inf_time,size,arch,link
"[23, 53, 57, 0.0]",-0.07258365272585182,1.417862892150879,18678,L2,2
"[37, 23, 70, 0.2]",-0.14218104827116612,2.863818883895874,11408,L2,2
"[8, 94, 59, 0.1]",-0.12472586449886,1.4747650623321533,39143,L2,2
"[73, 17, 29, 0.3]",-0.7375587944212754,1.554142951965332,28106,L2,2
"[70, 47, 25, 0.4]",-0.7377027859854753,1.605583906173706,42392,L2,2
"[13, 92, 59, 0.5]",-0.15812826615415929,1.5605900287628174,39881,L2,2
"[32, 5, 76, 0.5]",-0.3636952829019426,3.663691997528076,5118,L2,2
"[77, 79, 12, 0.7]",-0.7383435060673855,1.8356521129608154,74024,L2,2
"[6, 69, 47, 0.5]",-0.258004402652694,1.4600651264190674,21238,L2,2
"[66, 69, 30, 0.0]",-0.16289272888193784,1.5638909339904785,55558,L2,2
"[77, 82, 18, 0.6]",-0.7378469073073447,1.7109768390655518,76895,L2,2
"[35, 24, 24, 0.3]",-0.23016821503234708,2.2964580059051514,10965,L2,2
"[98, 22, 39, 0.0]",-0.7375570714790468,1.5717649459838867,49871,L2,2
"[62, 24, 76, 0.6]",-0.7379688100230203,1.6096420288085938,24249,L2,2
"[43, 71, 97, 0.8]",-0.17525051919891727,1.6933729648590088,40472,L2,2
"[44, 96, 10, 0.7]",-0.38859310964359817,1.642077922821045,62337,L2,2
"[68, 53, 59, 0.7]",-0.7384722509930495,1.55495285987854,44958,L2,2
"[69, 80, 16, 0.2]",-0.2761232000643137,1.5646030902862549,67677,L2,2
"[72, 40, 37, 0.2]",-0.3953970840741032,1.6259901523590088,39433,L2,2
"[11, 41, 60, 0.7]",-0.2907869745843078,1.7375988960266113,9306,L2,2
"[100, 100, 100, 0.0]",-0.7375567296836046,1.5948309898376465,121301,L2,2
"[1, 100, 100, 0.0]",-0.21425334220758044,1.4442260265350342,40913,L2,2
"[1, 1, 5, 0.0]",-0.2752971336109835,2.0508780479431152,26,L2,2
"[52, 76, 25, 0.0]",-0.41035513433138426,1.482870101928711,50525,L2,2
"[100, 1, 100, 0.0]",-0.7375586299798088,1.447618007659912,41210,L2,2
"[1, 41, 100, 0.0]",-0.22899464077757473,4.426174163818359,7106,L2,2
"[1, 54, 5, 0.0]",-0.2503321786457747,1.4024560451507568,12163,L2,2
"[41, 100, 100, 0.0]",-0.17394389167518123,1.5355608463287354,63953,L2,2
"[1, 100, 5, 0.0]",-0.4967462084446092,1.366623878479004,40913,L2,2
"[1, 1, 100, 0.0]",-0.23932997249687823,1.4090371131896973,26,L2,2
"[1, 1, 46, 0.0]",-0.24885693270446302,1.3042449951171875,26,L2,2
"[38, 1, 5, 1.0]",-0.28193814297052366,1.3857951164245605,6242,L2,2
"[1, 73, 82, 0.0]",-0.8599966683383214,1.4149279594421387,21986,L2,2
"[50, 100, 65, 0.0]",-0.15908172781107058,1.5099730491638184,70901,L2,2
"[31, 36, 100, 0.0]",-0.219336097129154,2.8447799682617188,13921,L2,2
"[32, 36, 50, 0.0]",-0.09809818963858277,3.0450069904327393,14325,L2,2
"[1, 100, 44, 0.0]",-0.9997874216430246,1.7041511535644531,40913,L2,2
"[10, 100, 71, 0.0]",-0.21704147987463554,1.3834948539733887,44981,L2,2
"[100, 1, 5, 0.0]",-0.7375393094714591,1.3935420513153076,41210,L2,2
"[100, 53, 100, 1.0]",-0.14066758482615838,1.520650863647461,73502,L2,2
"[100, 100, 55, 0.0]",-0.28370826562118473,1.7628870010375977,121301,L2,2
"[1, 32, 27, 1.0]",-0.6404596178179024,1.8124849796295166,4397,L2,2
"[35, 1, 43, 0.0]",-0.7416602398099819,1.362173080444336,5330,L2,2
"[31, 41, 69, 0.0]",-0.14061510445081501,1.490595817565918,16106,L2,2
"[31, 41, 5, 1.0]",-0.37033602245888236,2.444585084915161,16106,L2,2
"[67, 73, 100, 1.0]",-0.12922955727376603,1.4904470443725586,59738,L2,2
"[62, 100, 86, 1.0]",-0.19162675875409482,1.5788090229034424,81173,L2,2
"[1, 1, 72, 1.0]",-0.2584256605630529,1.6026501655578613,26,L2,2
"[40, 1, 100, 1.0]",-0.09890121117009444,1.9949281215667725,6890,L2,2
"[68, 100, 53, 0.0]",-0.7375572292401631,1.5934090614318848,86741,L2,2
"[41, 100, 78, 1.0]",-0.23842692984706604,1.5665919780731201,63953,L2,2
"[23, 15, 100, 1.0]",-1.0585566591607087,4.840192079544067,4656,L2,2
"[54, 1, 100, 0.0]",-0.3313276801119353,1.401757001876831,12322,L2,2
"[44, 50, 100, 0.0]",-0.1913771024965055,1.4618690013885498,27147,L2,2
"[100, 65, 73, 0.0]",-0.12750511643286774,1.5588691234588623,84026,L2,2
"[25, 53, 100, 0.0]",-0.14161458300506333,1.4378209114074707,19502,L2,2
"[31, 53, 44, 0.0]",-0.7375868993218464,1.436155080795288,22166,L2,2
