config,err,inf_time,size,arch,link
"[23, 55, 0.6]",-0.14966756037263482,1.0471389293670654,2324,L1,3
"[6, 39, 0.2]",-0.07955912832843673,1.0490670204162598,199,L1,3
"[69, 21, 0.1]",-0.1823015744230509,1.225471019744873,19666,L1,3
"[94, 59, 0.1]",-0.08192410610186573,1.134998083114624,36191,L1,3
"[73, 20, 0.3]",-0.15177254145965177,1.1732900142669678,21974,L1,3
"[30, 71, 0.5]",-0.43353805973935716,1.0475561618804932,3871,L1,3
"[22, 47, 0.1]",-20.902233812223148,1.1301589012145996,2135,L1,3
"[92, 59, 0.5]",-0.14450338275302563,1.1760129928588867,34685,L1,3
"[32, 9, 0.8]",-0.3018103071665146,1.0713930130004883,4385,L1,3
"[55, 78, 0.8]",-3.179870499893029,1.1898789405822754,12596,L1,3
"[8, 68, 0.1]",-0.30869550578738286,1.12064790725708,329,L1,3
"[69, 47, 0.5]",-0.17467264120505588,1.1822218894958496,19666,L1,3
"[66, 71, 0.3]",-0.10440397756672845,1.1794841289520264,18019,L1,3
"[2, 78, 0.8]",-0.7529011743846523,1.0910749435424805,35,L1,3
"[15, 60, 0.3]",-0.3700698629174779,1.0642321109771729,1036,L1,3
"[24, 24, 0.3]",-0.4297745188623137,1.0715298652648926,2521,L1,3
"[98, 25, 0.4]",-0.19860024768136342,1.127586841583252,39299,L1,3
"[3, 64, 0.2]",-0.23429163642444564,1.0567409992218018,64,L1,3
"[74, 61, 0.4]",-0.6202007254975015,1.1248528957366943,22571,L1,3
"[71, 97, 0.8]",-0.2689487502786807,1.1884560585021973,20804,L1,3
"[21, 100, 0.6]",-0.18857804755875188,1.080718994140625,1954,L1,3
"[3, 5, 0.0]",-0.24250018433301898,0.9792001247406006,64,L1,3
"[24, 60, 1.0]",-3.8223436078095587,0.9745578765869141,2521,L1,3
"[88, 82, 1.0]",-0.03097544383468065,1.111382007598877,31769,L1,3
"[100, 100, 0.0]",-0.09781291958547304,1.0490069389343262,40901,L1,3
"[93, 5, 1.0]",-0.13782713474266783,1.041172981262207,35434,L1,3
"[53, 5, 1.0]",-0.11297388941914198,1.0876848697662354,11714,L1,3
"[49, 34, 0.1]",-1.4440557471013582,1.0780298709869385,10046,L1,3
"[44, 100, 0.0]",-0.1089617341194897,1.0134038925170898,8141,L1,3
"[100, 44, 0.1]",-0.1791701566338474,1.1655230522155762,40901,L1,3
"[1, 23, 1.0]",-0.23894300657562714,0.976391077041626,14,L1,3
"[1, 100, 0.1]",-0.21474471967418465,1.095301866531372,14,L1,3
"[48, 56, 0.5]",-0.36636611785111317,1.04929780960083,9649,L1,3
"[100, 74, 0.0]",-0.08005098442972686,1.1300721168518066,40901,L1,3
"[83, 36, 1.0]",-0.1759876280788819,1.0853891372680664,28304,L1,3
"[75, 5, 1.0]",-0.3009636964440848,1.0593810081481934,23176,L1,3
"[20, 85, 0.0]",-0.1544750323231318,0.9965529441833496,1781,L1,3
"[36, 88, 1.0]",-2.4953898173379088,0.9976949691772461,5509,L1,3
"[76, 82, 0.0]",-0.5038432917187778,1.0417230129241943,23789,L1,3
"[87, 95, 0.5]",-0.1188231930615194,1.1675150394439697,31060,L1,3
"[46, 17, 0.0]",-0.12522545076790115,1.0309219360351562,8879,L1,3
"[18, 5, 1.0]",-0.08293917875072447,0.9769470691680908,1459,L1,3
"[86, 18, 0.0]",-0.11478279703079243,1.0425679683685303,30359,L1,3
"[100, 87, 1.0]",-0.03256625029888818,1.0644471645355225,40901,L1,3
"[57, 100, 1.0]",-0.03329022586653374,1.0225348472595215,13510,L1,3
"[67, 34, 0.0]",-0.08653965358846957,1.0928308963775635,18560,L1,3
"[1, 50, 1.0]",-0.23394096189886404,1.0722320079803467,14,L1,3
"[87, 71, 0.0]",-0.09036779505946718,1.110846996307373,31060,L1,3
"[84, 49, 0.0]",-0.05840973246521816,1.0755681991577148,28981,L1,3
"[12, 16, 1.0]",-0.2158959259645245,1.0321071147918701,685,L1,3
"[58, 16, 1.0]",-0.7511382951715739,1.0338160991668701,13979,L1,3
"[57, 47, 1.0]",-0.30082266865174684,1.123157024383545,13510,L1,3
"[100, 13, 0.0]",-0.12916594860050223,1.0379650592803955,40901,L1,3
"[10, 91, 1.0]",-6.597699320722308,0.9986081123352051,491,L1,3
"[37, 25, 1.0]",-0.4519398205417777,1.0011022090911865,5810,L1,3
"[60, 61, 0.0]",-0.5112062810927576,1.0116209983825684,14941,L1,3
"[12, 30, 0.0]",-0.0642337596894044,1.0196149349212646,685,L1,3
"[42, 68, 0.0]",-0.2470473179847149,0.9897429943084717,7435,L1,3
"[43, 5, 0.0]",-0.22052083199504294,1.0012609958648682,7784,L1,3
"[41, 46, 1.0]",-0.37030849085634365,1.0089178085327148,7094,L1,3
"[61, 92, 0.0]",-0.22786645062017416,1.0895881652832031,15434,L1,3
"[94, 35, 1.0]",-0.06682289259463087,1.0462889671325684,36191,L1,3
"[64, 5, 0.0]",-0.24507295081485644,1.0675859451293945,16961,L1,3
"[100, 65, 1.0]",-0.05622928305775933,1.0462779998779297,40901,L1,3
"[50, 93, 0.0]",-0.3494104483800296,0.9917621612548828,10451,L1,3
"[18, 75, 1.0]",-0.18763376067990414,1.012756109237671,1459,L1,3
"[87, 27, 0.0]",-0.15577630719794675,1.0883619785308838,31060,L1,3
"[31, 100, 0.0]",-0.22641521240984883,1.0033881664276123,4124,L1,3
"[76, 30, 1.0]",-0.09337693697278858,1.0623059272766113,23789,L1,3
"[60, 28, 0.0]",-0.06198841970149411,1.041943073272705,14941,L1,3
"[84, 9, 0.0]",-0.1497349291721205,1.0746891498565674,28981,L1,3
"[35, 36, 0.0]",-0.05644337200536525,1.0175938606262207,5216,L1,3
"[100, 54, 0.0]",-0.1312653950566761,1.080245018005371,40901,L1,3
"[90, 44, 0.0]",-0.22948130216124,1.1139230728149414,33211,L1,3
"[1, 33, 1.0]",-0.2405520542098025,1.1896188259124756,14,L1,3
"[80, 100, 1.0]",-0.12335662511604166,1.0547161102294922,26321,L1,3
"[22, 13, 0.0]",-0.16038043166939248,0.964771032333374,2135,L1,3
"[77, 43, 1.0]",-0.35131204954946715,1.090890884399414,24410,L1,3
"[38, 58, 1.0]",-0.09399473016636307,0.9796991348266602,6119,L1,3
"[1, 14, 0.0]",-0.2421732128298182,0.9894039630889893,14,L1,3
"[78, 71, 1.0]",-0.052476385349432095,1.1144800186157227,25039,L1,3
"[95, 81, 0.0]",-0.05329107007313921,1.0260138511657715,36956,L1,3
"[84, 57, 1.0]",-0.07819055126674979,1.117495059967041,28981,L1,3
"[28, 32, 1.0]",-0.19738592230540675,0.992913007736206,3389,L1,3
"[93, 90, 1.0]",-0.0792237303570527,1.0617451667785645,35434,L1,3
"[61, 39, 0.0]",-0.09430011757974682,1.154798984527588,15434,L1,3
"[41, 77, 1.0]",-0.07368321333306535,1.0304441452026367,7094,L1,3
"[67, 85, 1.0]",-0.032308944540543186,1.0942201614379883,18560,L1,3
"[38, 15, 1.0]",-7.348495466069452,1.012803077697754,6119,L1,3
"[26, 5, 0.0]",-0.04460636747750867,1.0225000381469727,2939,L1,3
"[50, 23, 0.0]",-0.2544099309992676,1.0313630104064941,10451,L1,3
"[80, 91, 0.0]",-0.3278445557402052,1.1418328285217285,26321,L1,3
"[92, 100, 1.0]",-0.06579392305484118,1.0616490840911865,34685,L1,3
"[7, 56, 0.0]",-0.2505345636265435,0.9713070392608643,260,L1,3
"[93, 14, 1.0]",-0.11897557675565917,1.0252459049224854,35434,L1,3
"[51, 65, 0.0]",-0.11581558526330521,1.0701870918273926,10864,L1,3
"[26, 80, 0.0]",-0.2628154613095729,1.0048978328704834,2939,L1,3
"[94, 69, 1.0]",-8.975586142867996,1.07545804977417,36191,L1,3
"[100, 5, 1.0]",-0.3779537351788637,1.1269631385803223,40901,L1,3
"[69, 12, 1.0]",-0.2841813705677651,1.1461470127105713,19666,L1,3
"[11, 5, 0.0]",-0.16945863214208495,0.9678058624267578,584,L1,3
"[83, 75, 0.0]",-0.040551074686845434,1.0111188888549805,28304,L1,3
"[82, 66, 0.0]",-0.7685457248922543,1.0858829021453857,27635,L1,3
"[25, 92, 0.0]",-4.543875153700483,0.9936251640319824,2726,L1,3
"[80, 23, 0.0]",-0.18872024239454727,1.0331919193267822,26321,L1,3
"[15, 23, 1.0]",-0.14985981943085575,0.9918949604034424,1036,L1,3
"[77, 52, 0.0]",-0.2731870469265488,1.0710999965667725,24410,L1,3
"[92, 52, 1.0]",-0.22906696835917215,1.0878849029541016,34685,L1,3
"[64, 100, 0.0]",-0.07451695763351064,1.0670900344848633,16961,L1,3
"[78, 14, 1.0]",-0.06440051300006129,1.0339488983154297,25039,L1,3
