config,err,inf_time,size,arch,link
"[23, 53, 56, 9, 0.4]",-1.2929927699784034,2.7852859497070312,41362,L3,5
"[23, 69, 17, 12, 0.9]",-1.2476125143733698,2.028546094894409,66402,L3,5
"[57, 9, 73, 20, 0.3]",-1.3056471651277806,2.283802032470703,16558,L3,5
"[30, 70, 47, 25, 0.4]",-1.2721147869729228,2.0687241554260254,71671,L3,5
"[13, 92, 57, 50, 0.3]",-0.20459564351045262,2.0187079906463623,107961,L3,5
"[5, 75, 55, 78, 0.8]",-1.3096576940906968,2.0327441692352295,69816,L3,5
"[8, 66, 6, 70, 0.4]",-0.4282299445815365,2.0275609493255615,55299,L3,5
"[47, 66, 69, 30, 0.0]",-1.309482834435536,1.9333570003509521,74487,L3,5
"[77, 82, 15, 60, 0.3]",-0.462731916493962,2.4814748764038086,131015,L3,5
"[24, 21, 28, 98, 0.2]",-0.2660705234237047,2.1242589950561523,9994,L3,5
"[36, 3, 62, 27, 0.7]",-1.308180171562363,3.2207860946655273,6040,L3,5
"[59, 43, 71, 97, 0.8]",-1.3090250694337895,2.04525089263916,47120,L3,5
"[44, 96, 6, 75, 0.7]",-1.3037267805600563,2.103199005126953,136449,L3,5
"[53, 57, 73, 70, 0.8]",-1.3103421930919907,2.7010421752929688,63246,L3,5
"[12, 21, 72, 42, 0.3]",-0.25549747506801945,2.8323891162872314,7162,L3,5
"[16, 11, 41, 60, 0.7]",-0.6231079321760465,2.4313158988952637,3408,L3,5
"[87, 97, 46, 43, 0.3]",-1.2887971933139388,2.0506668090820312,178510,L3,5
"[83, 91, 77, 11, 0.6]",-1.2921044239501653,2.087141990661621,158624,L3,5
"[94, 11, 98, 39, 0.7]",-1.304765449223016,2.0401577949523926,41784,L3,5
"[13, 96, 65, 94, 0.9]",-0.5843464767056061,2.2499887943267822,117229,L3,5
"[1, 100, 97, 39, 0.0]",-0.4309297721670114,1.9292330741882324,121313,L3,5
"[1, 1, 1, 100, 0.0]",-0.44888056968338014,2.4784209728240967,38,L3,5
"[1, 5, 100, 51, 0.0]",-0.5039849978385325,1.980334997177124,378,L3,5
"[100, 1, 1, 100, 0.0]",-1.3093381102281898,2.311819076538086,41222,L3,5
