config,err,inf_time,size,arch,link
"[23, 53, 56, 6, 39, 0.2]",-1.2836748578630819,3.259979009628296,44783,L4,6
"[69, 17, 8, 94, 59, 0.1]",-1.2826513224731177,3.3318581581115723,65167,L4,6
"[73, 17, 26, 30, 71, 0.5]",-1.2826441325155378,2.8574907779693604,39535,L4,6
"[22, 45, 13, 92, 59, 0.5]",-1.280678455423697,3.1433780193328857,56521,L4,6
"[32, 5, 75, 55, 78, 0.8]",-1.2833502302715734,4.399251937866211,58288,L4,6
"[8, 66, 6, 69, 47, 0.5]",-1.2718922686065368,3.5560150146484375,42918,L4,6
"[66, 69, 27, 2, 78, 0.8]",-1.283808745574424,3.596337080001831,66207,L4,6
"[15, 58, 35, 24, 24, 0.3]",-0.4101202902807041,3.1413581371307373,37133,L4,6
"[98, 22, 36, 3, 64, 0.2]",-1.2813586359242992,2.9726951122283936,58828,L4,6
"[74, 59, 43, 71, 97, 0.8]",-1.2817319582695756,3.9026920795440674,104568,L4,6
"[44, 96, 6, 74, 69, 0.5]",-1.2751368202976383,4.384899854660034,88763,L4,6
"[57, 73, 69, 80, 16, 0.2]",-1.2786238365537306,2.9608750343322754,139253,L4,6
"[72, 40, 35, 16, 15, 0.4]",-1.28345605231825,2.7192280292510986,53377,L4,6
"[59, 74, 87, 97, 48, 0.4]",-1.282057741724775,4.083704948425293,182314,L4,6
"[31, 83, 91, 77, 11, 0.6]",-1.27145549532787,3.3326990604400635,158102,L4,6
"[94, 11, 98, 36, 67, 0.1]",-1.2837927909783913,3.558060884475708,103357,L4,6
"[96, 65, 94, 91, 47, 0.9]",-1.2823073959005864,2.898401975631714,207708,L4,6
"[71, 27, 19, 66, 83, 0.9]",-1.276016413168929,3.2957589626312256,57767,L4,6
"[63, 17, 29, 59, 16, 0.3]",-1.2727618551487525,2.6739120483398438,48404,L4,6
"[1, 90, 93, 35, 45, 0.7]",-1.2824358041394204,2.8813669681549072,119676,L4,6
"[1, 66, 4, 1, 5, 0.1]",-1.2708649388310587,2.765033006668091,19126,L4,6
"[98, 38, 33, 67, 71, 0.4]",-1.283692426558643,3.0795531272888184,96664,L4,6
"[1, 47, 42, 40, 5, 0.8]",-1.295867417111615,3.3716979026794434,37665,L4,6
"[1, 1, 100, 100, 100, 0.0]",-1.2837923906400586,3.4037060737609863,121325,L4,6
"[1, 1, 1, 1, 100, 0.0]",-0.4194239424075316,2.3024508953094482,50,L4,6
"[1, 100, 1, 1, 100, 0.0]",-0.39244592159396874,3.0022170543670654,41234,L4,6
"[100, 100, 1, 100, 5, 0.0]",-1.2800246080616136,2.8108839988708496,162509,L4,6
"[20, 80, 28, 25, 30, 0.0]",-0.3541710917715804,2.7157158851623535,51714,L4,6
"[1, 1, 1, 100, 100, 0.0]",-0.35424970598286587,2.8020880222320557,40937,L4,6
"[1, 1, 1, 51, 100, 1.0]",-1.364293257289804,2.5861639976501465,10900,L4,6
"[100, 1, 100, 100, 5, 0.0]",-1.3020141710633395,3.4979569911956787,162509,L4,6
"[100, 100, 100, 1, 5, 1.0]",-1.3593846082623366,2.9238860607147217,202010,L4,6
"[1, 100, 100, 100, 100, 0.0]",-0.16639147858592904,5.95852518081665,201713,L4,6
"[1, 100, 57, 100, 100, 0.0]",-0.3105764756755996,4.9789769649505615,140137,L4,6
"[100, 100, 100, 100, 100, 0.0]",-1.2837928273941284,6.1977550983428955,282101,L4,6
"[1, 100, 100, 63, 100, 0.0]",-0.4407071858924347,4.8503711223602295,162604,L4,6
"[1, 100, 50, 1, 100, 1.0]",-1.3021342214465088,2.9175350666046143,71222,L4,6
"[100, 100, 1, 1, 100, 0.0]",-0.3149109725905115,2.5512311458587646,121622,L4,6
"[69, 89, 98, 9, 70, 0.1]",-1.2837928273941284,5.37148904800415,153794,L4,6
"[1, 100, 1, 100, 100, 0.0]",-1.2743739778302576,3.249048948287964,82121,L4,6
"[100, 100, 1, 1, 5, 0.0]",-1.3286517518638048,2.7491002082824707,121622,L4,6
"[1, 1, 1, 1, 48, 0.0]",-0.417634420323947,2.460930824279785,50,L4,6
