config,err,inf_time,size,arch,link
"[23, 53, 56, 9, 0.4]",-0.730030571029077,2.9562790393829346,41362,L3,7
"[23, 69, 17, 12, 0.9]",-1.2277981654434729,2.091157913208008,66402,L3,7
"[57, 9, 73, 20, 0.3]",-1.2653322714173494,2.222878932952881,16558,L3,7
"[30, 70, 47, 25, 0.4]",-1.2191470099051258,2.1793291568756104,71671,L3,7
"[13, 92, 57, 50, 0.3]",-1.2699820212838784,2.066419839859009,107961,L3,7
"[5, 75, 55, 78, 0.8]",-1.268611409744562,2.043614149093628,69816,L3,7
"[8, 66, 6, 70, 0.4]",-0.29787946181575103,2.2571020126342773,55299,L3,7
"[47, 66, 69, 30, 0.0]",-1.2699912382967402,1.8856720924377441,74487,L3,7
"[77, 82, 15, 60, 0.3]",-1.2699908700659073,2.0412180423736572,131015,L3,7
"[24, 21, 28, 98, 0.2]",-1.2699468818051787,2.1918158531188965,9994,L3,7
"[36, 3, 62, 27, 0.7]",-1.268482823668232,2.3445160388946533,6040,L3,7
"[59, 43, 71, 97, 0.8]",-1.2696196363277248,2.031792163848877,47120,L3,7
"[44, 96, 6, 75, 0.7]",-1.2698297486878631,2.9529459476470947,136449,L3,7
"[53, 57, 73, 70, 0.8]",-1.2673807317810875,2.0388848781585693,63246,L3,7
"[12, 21, 72, 42, 0.3]",-0.26324732911312304,2.487661123275757,7162,L3,7
"[16, 11, 41, 60, 0.7]",-0.4448452871631611,2.5452849864959717,3408,L3,7
"[87, 97, 46, 43, 0.3]",-1.2699883315055505,2.9880781173706055,178510,L3,7
"[83, 91, 77, 11, 0.6]",-1.252321410512932,2.3443667888641357,158624,L3,7
"[94, 11, 98, 39, 0.7]",-1.268933900241534,2.4530701637268066,41784,L3,7
"[13, 96, 65, 94, 0.9]",-1.2511553677657152,2.4839417934417725,117229,L3,7
"[1, 29, 1, 54, 0.0]",-11.083577098827885,3.877957820892334,10482,L3,7
"[1, 87, 1, 84, 0.7]",-1.269546918581824,3.340339183807373,91972,L3,7
"[9, 1, 69, 76, 1.0]",-0.19485960039480868,1.9963669776916504,454,L3,7
"[100, 1, 1, 100, 1.0]",-1.26996972828242,1.9753150939941406,41222,L3,7
"[100, 1, 1, 5, 1.0]",-1.2699522386241766,1.9240589141845703,41222,L3,7
"[100, 100, 100, 100, 0.0]",-1.2699916068393533,2.0280449390411377,201701,L3,7
"[73, 16, 23, 42, 0.2]",-1.269849066581672,2.3592941761016846,29789,L3,7
"[1, 49, 100, 5, 0.0]",-1.026826713486939,1.9522461891174316,29462,L3,7
"[100, 100, 1, 5, 1.0]",-0.7387511878301656,1.9476799964904785,201701,L3,7
"[100, 1, 100, 100, 0.0]",-1.2699915095575132,1.9330229759216309,41222,L3,7
"[1, 26, 100, 100, 1.0]",-1.243740931794278,2.332585096359253,8463,L3,7
"[100, 100, 1, 100, 1.0]",-1.265228401255285,2.016474962234497,201701,L3,7
"[1, 100, 100, 5, 1.0]",-1.0881820812580931,1.908078908920288,121313,L3,7
"[1, 1, 100, 5, 1.0]",-0.7736522877827476,3.0633950233459473,38,L3,7
"[1, 100, 1, 5, 0.0]",-0.841595802912193,2.8997249603271484,121313,L3,7
"[31, 1, 54, 68, 1.0]",-1.1373523301003023,2.2776670455932617,4238,L3,7
"[1, 1, 60, 53, 0.0]",-0.31149333975480054,2.034367084503174,38,L3,7
"[100, 49, 100, 5, 1.0]",-0.26992747594495137,2.427046060562134,89654,L3,7
"[1, 1, 100, 56, 1.0]",-0.33244323860617614,2.2657058238983154,38,L3,7
"[1, 100, 100, 100, 1.0]",-0.37441502885879313,2.0720129013061523,121313,L3,7
"[100, 43, 48, 5, 0.0]",-1.2582493610814138,3.0903751850128174,80576,L3,7
"[84, 37, 37, 81, 0.1]",-1.2699926916489763,2.1544902324676514,58090,L3,7
"[52, 100, 1, 5, 1.0]",-0.704528937420309,1.9770221710205078,152933,L3,7
"[100, 1, 100, 5, 0.0]",-1.269980714861193,2.216418981552124,41222,L3,7
"[45, 100, 100, 100, 0.0]",-1.269991587071671,1.9029779434204102,147361,L3,7
"[1, 1, 55, 100, 1.0]",-0.29648836004691986,2.5797009468078613,38,L3,7
"[18, 73, 15, 73, 0.0]",-1.2700488938750998,1.9907379150390625,71302,L3,7
"[100, 100, 100, 44, 1.0]",-1.269991541688842,2.0288779735565186,201701,L3,7
"[1, 25, 65, 68, 1.0]",-1.689909920200614,2.5156238079071045,7838,L3,7
