config,err,inf_time,size,arch,link
"[23, 53, 56, 6, 39, 0.2]",-0.7421622768598283,3.320812940597534,44783,L4,1
"[69, 17, 8, 94, 59, 0.1]",-0.7421664476757427,2.945113182067871,65167,L4,1
"[73, 17, 26, 30, 71, 0.5]",-0.7422376161220918,2.6897828578948975,39535,L4,1
"[22, 45, 13, 92, 59, 0.5]",-0.7427393233152734,2.639224052429199,56521,L4,1
"[32, 5, 75, 55, 78, 0.8]",-0.7421204987167371,2.913022994995117,58288,L4,1
"[8, 66, 6, 69, 47, 0.5]",-0.765603934030625,2.4735240936279297,42918,L4,1
"[66, 69, 27, 2, 78, 0.8]",-0.7422784490743134,2.6060378551483154,66207,L4,1
"[15, 58, 35, 24, 24, 0.3]",-0.7423109538843093,2.900083065032959,37133,L4,1
"[98, 22, 36, 3, 64, 0.2]",-0.7421629164945523,2.5652120113372803,58828,L4,1
"[74, 59, 43, 71, 97, 0.8]",-0.742792130754786,2.913179874420166,104568,L4,1
"[44, 96, 6, 74, 69, 0.5]",-0.7453452000459337,4.056956052780151,88763,L4,1
"[57, 73, 69, 80, 16, 0.2]",-0.7425458354184352,8.368521928787231,139253,L4,1
"[72, 40, 35, 16, 15, 0.4]",-0.7421937064787125,2.8921170234680176,53377,L4,1
"[59, 74, 87, 97, 48, 0.4]",-0.7421900835814965,4.193055152893066,182314,L4,1
"[31, 83, 91, 77, 11, 0.6]",-0.7491104653363541,2.515448808670044,158102,L4,1
"[94, 11, 98, 36, 67, 0.1]",-0.742162608867854,3.771206855773926,103357,L4,1
"[96, 65, 94, 91, 47, 0.9]",-0.7422018026229847,8.516820192337036,207708,L4,1
"[71, 27, 19, 66, 83, 0.9]",-0.7437874772738369,2.7407288551330566,57767,L4,1
"[63, 17, 29, 59, 16, 0.3]",-0.7452371957465013,2.3510119915008545,48404,L4,1
"[1, 90, 93, 35, 45, 0.7]",-0.7430261269989801,2.3906190395355225,119676,L4,1
"[92, 83, 24, 46, 34, 0.4]",-0.7460000819657849,2.975299119949341,116503,L4,1
"[6, 6, 71, 88, 98, 0.4]",-0.3139185880448459,3.0184290409088135,79065,L4,1
"[3, 93, 51, 100, 19, 0.2]",-0.742439591848312,2.733734130859375,126625,L4,1
