config,err,inf_time,size,arch,link
"[23, 53, 57, 0.0]",-0.111549305868615,1.739927053451538,18678,L2,3
"[37, 23, 70, 0.2]",-0.2632661045044751,2.0361130237579346,11408,L2,3
"[8, 94, 59, 0.1]",-0.08600882071108071,1.8070549964904785,39143,L2,3
"[73, 17, 29, 0.3]",-0.1360862169348959,1.7638158798217773,28106,L2,3
"[70, 47, 25, 0.4]",-0.2638037905806297,1.881626844406128,42392,L2,3
"[13, 92, 59, 0.5]",-0.22965238869510737,1.8330769538879395,39881,L2,3
"[32, 5, 76, 0.5]",-0.4094943696207765,2.842222213745117,5118,L2,3
"[77, 79, 12, 0.7]",-0.21129385399382897,2.2939460277557373,74024,L2,3
"[6, 69, 47, 0.5]",-0.2522658759859754,1.8366470336914062,21238,L2,3
"[66, 69, 30, 0.0]",-0.12279244872464466,1.6574649810791016,55558,L2,3
"[77, 82, 18, 0.6]",-0.3317021501456679,2.010188102722168,76895,L2,3
"[35, 24, 24, 0.3]",-0.2422168450875278,2.0473968982696533,10965,L2,3
"[98, 22, 39, 0.0]",-0.12799425901502148,2.153949022293091,49871,L2,3
"[62, 24, 76, 0.6]",-0.20625933107805391,1.9118599891662598,24249,L2,3
"[43, 71, 97, 0.8]",-0.5097894964397247,1.8113749027252197,40472,L2,3
"[44, 96, 10, 0.7]",-0.2490919709907344,1.901667833328247,62337,L2,3
"[68, 53, 59, 0.7]",-0.1191374966617145,1.922950029373169,44958,L2,3
"[69, 80, 16, 0.2]",-0.11441882048169798,1.7041091918945312,67677,L2,3
"[72, 40, 37, 0.2]",-1.0429656404312635,2.6036839485168457,39433,L2,3
"[11, 41, 60, 0.7]",-0.4378559191919136,1.869718074798584,9306,L2,3
"[64, 55, 5, 0.3]",-0.22131429027984437,1.7890169620513916,43352,L2,3
"[82, 1, 5, 1.0]",-1.0863937456614476,1.7107579708099365,27890,L2,3
"[100, 100, 95, 1.0]",-0.1737299989278156,1.6142311096191406,121301,L2,3
"[100, 1, 100, 0.0]",-1.034746253713251,2.1633949279785156,41210,L2,3
"[1, 1, 5, 1.0]",-0.546966111935495,2.001246929168701,26,L2,3
"[1, 100, 100, 0.0]",-0.45944347242483546,1.6955718994140625,40913,L2,3
"[1, 100, 5, 0.0]",-0.3334988580779881,1.6753849983215332,40913,L2,3
"[100, 62, 80, 1.0]",-0.19130234875913193,1.6396219730377197,81287,L2,3
"[1, 1, 100, 0.0]",-0.281141431834645,1.8072988986968994,26,L2,3
"[70, 100, 63, 0.0]",-0.2338386496353242,1.6000709533691406,88661,L2,3
"[1, 53, 5, 0.0]",-0.683203131761743,1.4761841297149658,11726,L2,3
"[100, 53, 5, 0.0]",-0.2177983567462861,1.5729789733886719,73502,L2,3
"[1, 100, 47, 0.0]",-0.2853118305922171,2.0134007930755615,40913,L2,3
"[100, 1, 49, 1.0]",-0.1824285507228363,1.6539738178253174,41210,L2,3
"[1, 48, 100, 0.0]",-0.2580474872761669,1.7652311325073242,9661,L2,3
"[49, 64, 59, 1.0]",-0.12766990055178298,1.6279699802398682,39245,L2,3
"[1, 100, 68, 0.0]",-0.9995943132598332,1.6706719398498535,40913,L2,3
"[100, 100, 46, 1.0]",-0.21010101312261717,1.637943983078003,121301,L2,3
"[1, 1, 49, 1.0]",-0.25784011306120064,2.4651851654052734,26,L2,3
